,cloudCover,humidity,icon,precipIntensity,pressure,temperature,visibility,windSpeed
2018-03-30 17:00:00,0.75,0.79,partly-cloudy-day,0,998.8,43.37,6.216,7.6
2018-03-30 18:00:00,0.75,0.83,partly-cloudy-day,0,999.16,42.09,6.216,6.61
2018-03-30 19:00:00,0.75,0.84,partly-cloudy-night,0,999.75,41.87,6.216,7.03
2018-03-30 20:00:00,0.75,0.84,partly-cloudy-night,0,1000.15,41.87,6.216,3.68
2018-03-30 21:00:00,0.75,0.87,partly-cloudy-night,0,1000.35,40.56,6.216,4.41
2018-03-30 22:00:00,0.75,0.86,partly-cloudy-night,0,1000.5,40.27,6.216,5.48
2018-03-30 23:00:00,0.75,0.9,partly-cloudy-night,0,1000.81,40.2,6.216,4.84
2018-03-31 00:00:00,0.75,0.83,partly-cloudy-night,0,1001,40.7,6.216,7.1
2018-03-31 01:00:00,0.75,0.87,partly-cloudy-night,0,1001.05,40.7,6.216,5.97
2018-03-31 02:00:00,0.75,0.88,partly-cloudy-night,0,1001.3,40.7,6.216,5.41
2018-03-31 03:00:00,0.75,0.87,partly-cloudy-night,0,1001.35,40.7,6.216,5.48
2018-03-31 04:00:00,0.75,0.88,partly-cloudy-night,0,1001.65,40.7,6.216,6.47
2018-03-31 05:00:00,0.75,0.9,rain,0.005,1002.21,40.2,6.216,6.41
2018-03-31 06:00:00,0.75,0.89,partly-cloudy-night,0,1002.85,40.2,6.216,4.35
2018-03-31 07:00:00,0.58,0.87,partly-cloudy-day,0,1003.64,39.29,6.216,3.68
2018-03-31 08:00:00,0.75,0.88,partly-cloudy-day,0,1004.25,40.7,6.216,7.65
2018-03-31 09:00:00,0.75,0.83,partly-cloudy-day,0,1004.7,41.87,6.216,7.6
2018-03-31 10:00:00,0.75,0.78,partly-cloudy-day,0,1005.21,43.53,6.216,8.16
2018-03-31 11:00:00,0.75,0.74,partly-cloudy-day,0,1005.95,43.67,6.216,9.7
2018-03-31 12:00:00,0.75,0.73,partly-cloudy-day,0,1006.31,43.67,6.216,10.2
2018-03-31 13:00:00,0.75,0.72,partly-cloudy-day,0,1006.75,43.98,6.216,9.15
2018-03-31 14:00:00,0.75,0.73,partly-cloudy-day,0,1007.21,43.98,6.216,8.1
2018-03-31 15:00:00,0.75,0.68,partly-cloudy-day,0,1007.55,43.98,6.216,7.1
2018-03-31 16:00:00,0.75,0.65,partly-cloudy-day,0,1008.15,43.98,6.216,8.16
2018-03-31 17:00:00,0.75,0.69,partly-cloudy-day,0,1008.6,43.67,6.216,8.1
2018-03-31 18:00:00,0.75,0.69,partly-cloudy-day,0,1008.95,43.53,6.216,7.03
2018-03-31 19:00:00,0.75,0.73,partly-cloudy-night,0,1009.71,42.09,6.216,6.47
2018-03-31 20:00:00,0.49,0.77,partly-cloudy-night,0,1010.55,40.32,6.216,4.12
2018-03-31 21:00:00,0.49,0.79,partly-cloudy-night,0,1011.05,40.11,6.216,4.68
2018-03-31 22:00:00,0.6,0.83,partly-cloudy-night,0,1011.34,37.76,6.216,1.56
2018-03-31 23:00:00,0.6,0.83,partly-cloudy-night,0,1011.75,37.47,6.216,2.85
2018-04-01 00:00:00,0.75,0.88,partly-cloudy-night,0,1012.06,36.93,6.216,0.7
2018-04-01 01:00:00,0.58,0.89,partly-cloudy-night,0,1012.06,38.25,6.216,1
2018-04-01 02:00:00,0.75,0.89,partly-cloudy-night,0,1012.29,38.63,5.223,1.69
2018-04-01 03:00:00,0.75,0.89,partly-cloudy-night,0,1012.25,38.51,5.557,0
2018-04-01 04:00:00,0.75,0.89,partly-cloudy-night,0,1012.35,38.51,6.216,3.43
2018-04-01 05:00:00,0.75,0.89,partly-cloudy-night,0,1012.31,38.25,6.216,1
2018-04-01 06:00:00,0.75,0.89,partly-cloudy-night,0,1012.6,38.25,6.216,1
2018-04-01 07:00:00,0.75,0.86,partly-cloudy-day,0,1012.62,39.58,6.216,1.49
2018-04-01 08:00:00,0.75,0.81,partly-cloudy-day,0,1012.95,41.42,6.216,4.35
2018-04-01 09:00:00,0.75,0.79,partly-cloudy-day,0,1013.23,41.87,6.216,8.21
2018-04-01 10:00:00,0.75,0.78,partly-cloudy-day,0,1013.06,42.16,6.216,8.44
2018-04-01 11:00:00,0.87,0.74,partly-cloudy-day,0,1012.97,43.43,6.216,9.13
2018-04-01 12:00:00,0.87,0.74,partly-cloudy-day,0,1012.47,43.43,6.216,10.2
2018-04-01 13:00:00,0.87,0.71,partly-cloudy-day,0,1012.17,43.67,6.216,10.46
2018-04-01 14:00:00,0.75,0.74,partly-cloudy-day,0,1011.51,43.53,6.216,9.96
2018-04-01 15:00:00,0.75,0.69,partly-cloudy-day,0,1010.82,43.43,6.216,10.52
2018-04-01 16:00:00,0.75,0.77,partly-cloudy-day,0,1010.06,42.16,6.216,10.45
2018-04-01 17:00:00,0.75,0.77,partly-cloudy-day,0,1009.23,42.16,6.216,11.51
2018-04-01 18:00:00,0.75,0.78,partly-cloudy-day,0,1008.77,41.87,6.216,13.12
2018-04-01 19:00:00,0.75,0.79,partly-cloudy-night,0,1008.12,41.42,6.216,14.12
2018-04-01 20:00:00,0.75,0.8,partly-cloudy-night,0,1007.33,41.42,6.216,13.06
2018-04-01 21:00:00,0.87,0.82,rain,0.007,1006.42,40.7,6.216,13.2
2018-04-01 22:00:00,0.75,0.89,partly-cloudy-night,0.012,1005.53,39.84,6.216,11.27
2018-04-01 23:00:00,0.75,0.9,partly-cloudy-night,0.018,1004.38,40.06,6.216,13.51
2018-04-02 00:00:00,0.75,0.91,rain,0.01,1003.13,38.79,6.216,11.85
2018-04-02 01:00:00,0.75,0.92,partly-cloudy-night,0.023,1001.77,38.79,6.216,13.86
2018-04-02 02:00:00,0.75,0.9,partly-cloudy-night,0.03,1000.28,38.27,6.216,13.12
2018-04-02 03:00:00,0.87,0.9,rain,0.031,998.98,38.16,6.216,13.2
2018-04-02 04:00:00,0.87,0.93,rain,0.014,997.27,38.27,6.216,13.63
2018-04-02 05:00:00,0.87,0.95,partly-cloudy-night,0.018,996.17,38.79,6.216,13.63
2018-04-02 06:00:00,0.87,0.93,partly-cloudy-night,0.006,995.32,39.27,4.757,14.2
2018-04-02 07:00:00,0.87,0.9,partly-cloudy-day,0.005,994.42,40.2,4.757,11.57
2018-04-02 08:00:00,0.87,0.93,partly-cloudy-day,0.007,993.52,40.2,2.233,11.07
2018-04-02 09:00:00,0.87,0.94,rain,0.005,992.72,40.7,5.223,10.02
2018-04-02 10:00:00,0.87,0.94,partly-cloudy-day,0.001,991.86,40.7,2.233,11.98
2018-04-02 11:00:00,0.87,0.92,fog,0.003,990.96,42.16,1.904,7.21
2018-04-02 12:00:00,0.87,0.94,partly-cloudy-day,0.009,989.95,42.59,2.322,7.6
2018-04-02 13:00:00,0.87,0.89,partly-cloudy-day,0.005,989.21,44.31,2.322,4.92
2018-04-02 14:00:00,0.87,0.94,fog,0.004,988.5,44.6,1.368,2.85
2018-04-02 15:00:00,0.75,0.94,fog,0.001,987.95,46.17,1.464,2.85
2018-04-02 16:00:00,0.75,0.96,fog,0,987.49,45.88,1.398,2.23
2018-04-02 17:00:00,0.87,0.98,fog,0,987.35,45.88,1.464,1.74
2018-04-02 18:00:00,0.87,0.98,fog,0,987.35,45.88,1.365,1.15
2018-04-02 19:00:00,0.87,0.97,fog,0,987.66,45.39,1.138,0
2018-04-02 20:00:00,0.87,0.96,fog,0.003,987.95,45.39,1.269,0.56
2018-04-02 21:00:00,0.87,0.94,rain,0.005,988.05,44.88,1.269,2.37
2018-04-02 22:00:00,0.87,0.94,fog,0.003,988.05,44.49,1.138,2.35
2018-04-02 23:00:00,0.75,0.94,fog,0,987.85,44.49,1.138,1.69
2018-04-03 00:00:00,0.75,0.96,fog,0,987.66,43.98,0.38,1.69
2018-04-03 01:00:00,0.87,0.96,fog,0,987.45,43.98,0.215,2.35
2018-04-03 02:00:00,0.87,0.96,fog,0.002,987.05,43.98,0.215,3.1
2018-04-03 03:00:00,0.87,0.96,fog,0,986.7,43.98,0.248,3.1
2018-04-03 04:00:00,0.87,0.96,fog,0,986.22,43.98,0.248,2.35
2018-04-03 05:00:00,0.87,0.97,fog,0,985.66,43.98,0.182,3.48
2018-04-03 06:00:00,0.87,0.96,fog,0.002,985.61,45.63,0.17,5.29
2018-04-03 07:00:00,0.87,0.97,fog,0.008,985.26,45.47,0.252,3.42
2018-04-03 08:00:00,0.87,0.92,fog,0.002,985.06,47.28,1.104,3.42
2018-04-03 09:00:00,0.75,0.95,partly-cloudy-day,0.006,984.97,48.69,3.313,3.92
2018-04-03 10:00:00,0.75,0.86,partly-cloudy-day,0.001,985.26,51.97,6.216,4.97
2018-04-03 11:00:00,0.6,0.78,partly-cloudy-day,0,985.51,52.71,6.216,13.51
2018-04-03 12:00:00,0.6,0.72,partly-cloudy-day,0,985.97,54.47,6.216,12.71
2018-04-03 13:00:00,0.58,0.72,partly-cloudy-day,0,986.43,53.31,4.567,13.51
2018-04-03 14:00:00,0.6,0.65,partly-cloudy-day,0,986.4,54.87,6.216,12.56
2018-04-03 15:00:00,0.6,0.61,partly-cloudy-day,0,986.35,54.39,6.216,10.08
2018-04-03 16:00:00,0.6,0.58,partly-cloudy-day,0,986.5,54.47,6.216,10.08
2018-04-03 17:00:00,0.6,0.6,partly-cloudy-day,0,986.91,53.3,6.216,11.64
2018-04-03 18:00:00,0.6,0.64,partly-cloudy-day,0,987.61,51.59,6.216,8.4
2018-04-03 19:00:00,0.6,0.74,partly-cloudy-night,0,988.15,49.19,6.216,5.53
2018-04-03 20:00:00,0.6,0.76,partly-cloudy-night,0,988.61,47.26,6.216,5.68
2018-04-03 21:00:00,0.44,0.78,partly-cloudy-night,0,989.21,46.25,6.216,5.68
2018-04-03 22:00:00,0.44,0.8,partly-cloudy-night,0,989.36,45.26,6.216,4.89
2018-04-03 23:00:00,0.44,0.85,partly-cloudy-night,0,989.46,43.53,6.216,3.42
2018-04-04 00:00:00,0.58,0.86,partly-cloudy-night,0,989.36,42.99,6.216,3.42
2018-04-04 01:00:00,0.75,0.88,partly-cloudy-night,0.004,989.36,44.49,6.216,2.85
2018-04-04 02:00:00,0.75,0.91,partly-cloudy-night,0.028,989.06,45.39,6.216,1.69
2018-04-04 03:00:00,0.75,0.91,partly-cloudy-night,0.009,989,45.39,6.216,1.69
2018-04-04 04:00:00,0.87,0.96,partly-cloudy-night,0.004,989.2,43.98,6.216,1.2
2018-04-04 05:00:00,0.87,0.94,partly-cloudy-night,0.003,989.61,43.98,4.346,2.92
2018-04-04 06:00:00,0.75,0.89,partly-cloudy-day,0.009,990.06,42.45,3.36,4.97
2018-04-04 07:00:00,0.87,0.95,partly-cloudy-day,0.004,990.56,41.19,3.689,7.53
2018-04-04 08:00:00,0.87,0.89,partly-cloudy-day,0.005,991.05,41.19,4.641,7.6
2018-04-04 09:00:00,0.87,0.9,partly-cloudy-day,0.004,991.59,40.7,5.922,7.65
2018-04-04 10:00:00,0.75,0.89,partly-cloudy-day,0.001,992.39,40.7,6.216,7.1
2018-04-04 11:00:00,0.88,0.88,cloudy,0,992.84,40.56,6.216,8.1
2018-04-04 12:00:00,0.75,0.83,partly-cloudy-day,0.003,993.55,42.55,6.216,8.71
2018-04-04 13:00:00,0.88,0.85,cloudy,0,994.54,42.09,6.216,10.46
2018-04-04 14:00:00,0.75,0.8,partly-cloudy-day,0,995.54,42.09,6.216,13.55
2018-04-04 15:00:00,0.75,0.74,partly-cloudy-day,0,996.85,43.67,6.216,11.95
2018-04-04 16:00:00,0.75,0.76,partly-cloudy-day,0,998.14,42.99,6.216,12.56
2018-04-04 17:00:00,0.75,0.79,partly-cloudy-day,0,999.79,42.09,6.216,11.45
2018-04-04 18:00:00,0.75,0.84,partly-cloudy-day,0,1001.69,40.2,6.216,14.22
2018-04-04 19:00:00,0.75,0.79,partly-cloudy-night,0.004,1002.8,40.06,6.216,8.02
2018-04-04 20:00:00,0.75,0.75,partly-cloudy-night,0,1004.54,40.09,6.216,5.41
2018-04-04 21:00:00,0.75,0.75,partly-cloudy-night,0,1006.09,40.2,6.216,7.53
2018-04-04 22:00:00,0.75,0.7,partly-cloudy-night,0,1007.69,38.3,6.216,7.03
2018-04-04 23:00:00,0.32,0.78,partly-cloudy-night,0,1008.69,35.3,6.216,4.84
2018-04-05 00:00:00,0.32,0.76,partly-cloudy-night,0,1009.45,34.11,6.216,4.97
2018-04-05 01:00:00,0.32,0.76,partly-cloudy-night,0,1010.84,34.11,6.216,5.97
2018-04-05 02:00:00,0.19,0.78,partly-cloudy-night,0,1011.24,33.41,6.206,4.96
2018-04-05 03:00:00,0.19,0.83,partly-cloudy-night,0,1011.75,31.35,6.211,3.88
2018-04-05 04:00:00,0.19,0.86,partly-cloudy-night,0,1012.29,30.1,6.216,2.92
2018-04-05 05:00:00,0.19,0.88,partly-cloudy-night,0,1012.71,28.48,6.216,4.89
2018-04-05 06:00:00,0.16,0.89,partly-cloudy-day,0,1013.15,28.48,6.216,1.13
2018-04-05 07:00:00,0.16,0.86,partly-cloudy-day,0,1013.45,32.03,6.216,1.69
2018-04-05 08:00:00,0.13,0.69,partly-cloudy-day,0,1013.87,39.73,6.216,0.29
2018-04-05 09:00:00,0.24,0.61,partly-cloudy-day,0,1014.16,43.67,6.216,2.4
2018-04-05 10:00:00,0.61,0.57,partly-cloudy-day,0,1014.27,44.84,6.216,6.41
2018-04-05 11:00:00,0.55,0.58,partly-cloudy-day,0,1014.33,46.79,6.216,10.52
2018-04-05 12:00:00,0.75,0.64,partly-cloudy-day,0,1013.67,47.29,6.216,10.88
2018-04-05 13:00:00,0.75,0.64,partly-cloudy-day,0,1013.22,46.96,6.216,14.87
2018-04-05 14:00:00,0.75,0.63,partly-cloudy-day,0,1012.95,45.88,6.216,12.56
2018-04-05 15:00:00,0.75,0.71,partly-cloudy-day,0,1012.56,45.39,6.216,11.45
2018-04-05 16:00:00,0.75,0.72,partly-cloudy-day,0,1011.87,46.25,6.216,15.69
2018-04-05 17:00:00,0.75,0.68,partly-cloudy-day,0,1011.72,45.96,6.216,10.52
2018-04-05 18:00:00,0.75,0.7,partly-cloudy-day,0,1011.12,45.39,6.216,12
2018-04-05 19:00:00,0.75,0.75,partly-cloudy-day,0,1010.48,45.39,6.216,9.9
2018-04-05 20:00:00,0.6,0.74,partly-cloudy-night,0,1010.42,45.39,6.216,10.39
2018-04-05 21:00:00,0.75,0.75,partly-cloudy-night,0,1009.49,45.39,6.216,14.46
2018-04-05 22:00:00,0.75,0.78,partly-cloudy-night,0,1008.72,45.58,6.216,16.48
2018-04-05 23:00:00,0.75,0.75,partly-cloudy-night,0,1008.27,45.39,6.216,15.69
2018-04-06 00:00:00,0.75,0.75,partly-cloudy-night,0,1007.52,45.26,6.216,13.69
2018-04-06 01:00:00,0.75,0.83,partly-cloudy-night,0.004,1006.66,44.25,6.216,14.42
2018-04-06 02:00:00,0.75,0.88,partly-cloudy-night,0.02,1005.67,44.25,6.216,15.49
2018-04-06 03:00:00,0.75,0.88,partly-cloudy-night,0.013,1005.02,44.25,6.216,14.2
2018-04-06 04:00:00,0.75,0.85,partly-cloudy-night,0.008,1004.52,45.11,6.216,12.56
2018-04-06 05:00:00,0.75,0.85,partly-cloudy-night,0.007,1003.86,45.11,6.216,11.07
2018-04-06 06:00:00,0.75,0.85,partly-cloudy-day,0.008,1003.16,45.11,6.216,7.72
2018-04-06 07:00:00,0.75,0.85,partly-cloudy-day,0.007,1002.47,45.39,6.216,11.21
2018-04-06 08:00:00,0.75,0.85,rain,0.005,1002.27,45.39,6.216,9.52
2018-04-06 09:00:00,0.75,0.88,partly-cloudy-day,0.005,1000.83,46.25,6.216,11.65
2018-04-06 10:00:00,0.87,0.89,partly-cloudy-day,0.007,1000.04,45.96,5.223,14.69
2018-04-06 11:00:00,0.87,0.9,partly-cloudy-day,0.038,998.98,45.65,5.223,16.82
2018-04-06 12:00:00,0.87,0.9,partly-cloudy-day,0.066,998.28,47.25,5.884,17.41
2018-04-06 13:00:00,0.87,0.92,partly-cloudy-day,0.013,997.64,48.83,6.216,15.28
2018-04-06 14:00:00,0.75,0.77,partly-cloudy-day,0,997.38,52.37,6.216,14.91
2018-04-06 15:00:00,0.75,0.73,partly-cloudy-day,0,997.67,53.48,6.216,16.48
2018-04-06 16:00:00,0.75,0.69,partly-cloudy-day,0,997.82,54.39,6.216,15.88
2018-04-06 17:00:00,0.75,0.66,partly-cloudy-day,0,998.32,54.47,6.216,14.69
2018-04-06 18:00:00,0.58,0.69,partly-cloudy-day,0,998.79,53.48,6.216,10.53
2018-04-06 19:00:00,0.58,0.68,partly-cloudy-day,0,999.66,51.97,6.216,13.86
2018-04-06 20:00:00,0.58,0.75,partly-cloudy-night,0,1001.07,50.86,6.216,11.02
2018-04-06 21:00:00,0.58,0.79,partly-cloudy-night,0,1001.86,49.3,6.216,11
2018-04-06 22:00:00,0.75,0.8,partly-cloudy-night,0,1002.36,49.08,6.216,8.76
2018-04-06 23:00:00,0.6,0.79,partly-cloudy-night,0,1003.2,49.08,6.216,8.92
2018-04-07 00:00:00,0.6,0.79,partly-cloudy-night,0,1003.05,48.83,6.216,6.72
2018-04-07 01:00:00,0.49,0.83,partly-cloudy-night,0,1003.45,46.98,6.216,5.22
2018-04-07 02:00:00,0.75,0.85,partly-cloudy-night,0,1003.36,45.39,6.216,3.92
2018-04-07 03:00:00,0.75,0.84,partly-cloudy-night,0,1003.26,44.49,6.216,4.48
2018-04-07 04:00:00,0.81,0.87,partly-cloudy-night,0,1003.11,46.32,6.216,3.43
2018-04-07 05:00:00,0.81,0.87,partly-cloudy-night,0,1003.51,44.88,6.216,2.5
2018-04-07 06:00:00,0.81,0.87,partly-cloudy-day,0,1004.11,45.39,6.216,3.6
2018-04-07 07:00:00,0.81,0.85,partly-cloudy-day,0,1004.51,45.28,6.216,2.35
2018-04-07 08:00:00,0.87,0.91,partly-cloudy-day,0,1004.51,46.25,3.214,2.85
2018-04-07 09:00:00,0.87,0.86,partly-cloudy-day,0,1005.16,48.69,5.223,2.64
2018-04-07 10:00:00,0.87,0.84,partly-cloudy-day,0,1004.96,49.3,5.223,2.18
2018-04-07 11:00:00,0.87,0.75,partly-cloudy-day,0,1005.01,53.01,6.216,2.62
2018-04-07 12:00:00,0.87,0.79,partly-cloudy-day,0,1005.06,52.53,6.216,4.5
2018-04-07 13:00:00,0.87,0.84,partly-cloudy-day,0,1005.36,51.21,5.557,5.48
2018-04-07 14:00:00,0.75,0.84,partly-cloudy-day,0.002,1005.12,50,4.897,4.35
2018-04-07 15:00:00,0.75,0.72,rain,0.013,1004.71,53.84,6.216,2.18
2018-04-07 16:00:00,0.75,0.71,partly-cloudy-day,0.005,1004.91,54.47,6.216,5.22
2018-04-07 17:00:00,0.75,0.89,partly-cloudy-day,0,1005.76,49.89,6.216,5.48
2018-04-07 18:00:00,0.75,0.82,partly-cloudy-day,0,1005.96,51.97,6.216,3.35
2018-04-07 19:00:00,0.75,0.85,partly-cloudy-day,0,1006.26,49.08,6.216,2.35
2018-04-07 20:00:00,0.44,0.88,partly-cloudy-night,0,1006.7,47.28,6.216,3.1
2018-04-07 21:00:00,0.3,0.95,partly-cloudy-night,0,1006.7,43.98,6.216,4.25
2018-04-07 22:00:00,0.3,0.93,partly-cloudy-night,0,1007.05,43.15,6.216,2.5
2018-04-07 23:00:00,0.3,0.94,partly-cloudy-night,0,1006.96,43.53,6.216,4.25
2018-04-08 00:00:00,0.19,0.91,partly-cloudy-night,0,1007.16,44.57,6.216,3.1
2018-04-08 01:00:00,0.19,0.96,partly-cloudy-night,0,1007.21,43.5,6.216,5.17
2018-04-08 02:00:00,0.19,0.93,partly-cloudy-night,0,1006.95,42.9,6.216,3.69
2018-04-08 03:00:00,0.44,0.93,partly-cloudy-night,0,1006.91,44.33,6.216,4.89
2018-04-08 04:00:00,0.75,0.93,partly-cloudy-night,0,1006.65,43.39,6.216,2.92
2018-04-08 05:00:00,0.58,0.93,partly-cloudy-night,0,1006.65,42.45,6.216,3.1
2018-04-08 06:00:00,0.58,0.94,partly-cloudy-day,0,1006.7,41.14,6.216,4.29
2018-04-08 07:00:00,0.3,0.9,partly-cloudy-day,0,1006.96,44.57,6.216,2.5
2018-04-08 08:00:00,0.19,0.79,partly-cloudy-day,0,1007.65,49.05,6.216,3.69
2018-04-08 09:00:00,0.19,0.79,partly-cloudy-day,0,1007.66,51.26,6.216,3.35
2018-04-08 10:00:00,0.44,0.77,partly-cloudy-day,0,1007.77,52.56,6.216,4.87
2018-04-08 11:00:00,0.44,0.78,partly-cloudy-day,0,1008.06,52.83,6.216,6.03
2018-04-08 12:00:00,0.44,0.75,partly-cloudy-day,0,1008.06,53.98,6.216,5.09
2018-04-08 13:00:00,0.44,0.77,partly-cloudy-day,0,1008.1,53.79,6.216,4.63
2018-04-08 14:00:00,0.6,0.76,partly-cloudy-day,0,1008.16,53.62,6.216,4.97
2018-04-08 15:00:00,0.6,0.74,partly-cloudy-day,0,1008.06,54.47,6.216,4.7
2018-04-08 16:00:00,0.75,0.67,partly-cloudy-day,0,1008.25,56.28,6.216,3.35
2018-04-08 17:00:00,0.75,0.74,partly-cloudy-day,0,1009.16,53.51,6.216,2.92
2018-04-08 18:00:00,0.75,0.81,partly-cloudy-day,0,1009.72,51.14,6.216,3.42
2018-04-08 19:00:00,0.75,0.89,partly-cloudy-day,0,1010.4,49.56,6.216,2.35
2018-04-08 20:00:00,0.75,0.89,partly-cloudy-night,0,1011.16,48.11,6.216,2.35
2018-04-08 21:00:00,0.75,0.95,partly-cloudy-night,0,1011.25,45.96,6.216,1.64
2018-04-08 22:00:00,0.75,0.93,partly-cloudy-night,0,1011.31,44.79,4.897,2.5
2018-04-08 23:00:00,0.75,0.95,partly-cloudy-night,0,1011.4,43.27,4.897,1.79
2018-04-09 00:00:00,0.75,0.9,partly-cloudy-night,0,1011.34,43.14,4.897,1.2
2018-04-09 01:00:00,0.75,0.91,partly-cloudy-night,0,1011.15,41.57,6.216,1.79
2018-04-09 02:00:00,0.75,0.9,partly-cloudy-night,0,1010.79,41.27,6.216,2.92
2018-04-09 03:00:00,0.6,0.89,partly-cloudy-night,0,1010.29,40.99,6.216,3.31
2018-04-09 04:00:00,0.44,0.88,partly-cloudy-night,0,1009.96,40.99,6.216,2.92
2018-04-09 05:00:00,0.58,0.89,partly-cloudy-night,0,1009.61,40.69,6.216,2.92
2018-04-09 06:00:00,0.75,0.89,partly-cloudy-day,0,1009.19,41.96,6.216,2.5
2018-04-09 07:00:00,0.75,0.91,partly-cloudy-day,0,1008.61,43.85,6.216,2.5
2018-04-09 08:00:00,0.75,0.82,partly-cloudy-day,0,1007.96,49.05,6.216,2.35
2018-04-09 09:00:00,0.75,0.73,partly-cloudy-day,0,1007.26,53.07,6.216,3.29
2018-04-09 10:00:00,0.75,0.78,partly-cloudy-day,0,1006.61,52.67,6.216,5.91
2018-04-09 11:00:00,0.75,0.78,partly-cloudy-day,0,1005.85,51.08,6.216,5.48
2018-04-09 12:00:00,0.75,0.76,partly-cloudy-day,0,1004.71,53.56,6.216,3.43
2018-04-09 13:00:00,0.75,0.74,partly-cloudy-day,0,1003.76,54.47,6.216,7.82
2018-04-09 14:00:00,0.58,0.73,partly-cloudy-day,0,1002.76,54.11,6.216,8.1
2018-04-09 15:00:00,0.75,0.76,partly-cloudy-day,0,1002.02,51.99,6.216,9.7
2018-04-09 16:00:00,0.75,0.7,partly-cloudy-day,0,1001.16,52.99,6.216,9.73
2018-04-09 17:00:00,0.58,0.71,partly-cloudy-day,0,1000.51,52.56,6.216,9.86
2018-04-09 18:00:00,0.75,0.73,partly-cloudy-day,0,1000.77,49.86,6.216,8.4
2018-04-09 19:00:00,0.75,0.78,partly-cloudy-day,0,1000.52,47.85,6.216,7.74
2018-04-09 20:00:00,0.75,0.82,partly-cloudy-night,0,1000.41,46.43,6.216,5.36
2018-04-09 21:00:00,0.75,0.83,partly-cloudy-night,0,1000.21,45.87,6.216,3.69
2018-04-09 22:00:00,0.75,0.89,partly-cloudy-night,0,999.61,45.47,6.216,3.48
2018-04-09 23:00:00,0.75,0.9,partly-cloudy-night,0,999.41,45.47,6.216,5.19
2018-04-10 00:00:00,0.75,0.9,partly-cloudy-night,0,999.31,46.43,5.557,4.04
2018-04-10 01:00:00,0.75,0.9,partly-cloudy-night,0,999.26,47.28,4.426,6.56
2018-04-10 02:00:00,0.75,0.92,partly-cloudy-night,0,999.37,46.79,3.841,7.72
2018-04-10 03:00:00,0.75,0.96,partly-cloudy-night,0,999.51,45.47,3.841,8.89
2018-04-10 04:00:00,0.75,0.94,partly-cloudy-night,0,999.81,45.47,4.466,8.21
2018-04-10 05:00:00,0.75,0.94,partly-cloudy-night,0,1000.1,45.63,4.466,10.63
2018-04-10 06:00:00,0.75,0.94,partly-cloudy-day,0.003,1000.7,45.52,3.807,10.36
2018-04-10 07:00:00,0.75,0.96,partly-cloudy-day,0.005,1002.1,45.55,4.426,12.27
2018-04-10 08:00:00,0.75,0.93,partly-cloudy-day,0.001,1003.1,45.58,3.765,11.85
2018-04-10 09:00:00,0.75,0.93,partly-cloudy-day,0,1003.9,45.95,4.757,13.36
2018-04-10 10:00:00,0.75,0.94,partly-cloudy-day,0,1004.7,45.81,4.757,12.55
2018-04-10 11:00:00,0.75,0.93,partly-cloudy-day,0,1005.8,45.58,4.466,8.73
2018-04-10 12:00:00,0.75,0.92,partly-cloudy-day,0,1006.4,46.25,2.523,6.1
2018-04-10 13:00:00,0.75,0.93,partly-cloudy-day,0.004,1006.5,46.14,4.757,10.75
2018-04-10 14:00:00,0.75,0.94,partly-cloudy-day,0.003,1006.7,45.83,3.689,10.61
2018-04-10 15:00:00,0.75,0.94,partly-cloudy-day,0.001,1006.6,45.72,2.233,11.15
2018-04-10 16:00:00,0.87,0.91,partly-cloudy-day,0,1006.7,45.41,3.514,12.91
2018-04-10 17:00:00,0.75,0.91,partly-cloudy-day,0.001,1007,45.43,3.882,12.14
2018-04-10 18:00:00,0.75,0.93,rain,0.003,1007.4,44.91,3.108,11.74
2018-04-10 19:00:00,0.87,0.96,fog,0,1008.06,43.98,1.838,7.65
2018-04-10 20:00:00,0.87,0.91,fog,0,1008.87,45.39,1.904,6.61
2018-04-10 21:00:00,0.87,0.91,fog,0,1009.26,45.39,1.738,5.53
2018-04-10 22:00:00,0.87,0.94,partly-cloudy-night,0.004,1009.46,45.39,2.194,7.23
2018-04-10 23:00:00,1,0.97,fog,0,1009.51,45.47,1.738,9.24
2018-04-11 00:00:00,1,0.97,fog,0,1009.61,45.39,1.904,2.92
2018-04-11 01:00:00,0.88,0.97,fog,0,1010.07,45.39,1.904,5.91
2018-04-11 02:00:00,0.87,0.97,partly-cloudy-night,0,1010.31,45.39,2.068,4.97
2018-04-11 03:00:00,0.87,0.97,partly-cloudy-night,0,1010.01,45.39,2.564,4.48
2018-04-11 04:00:00,0.75,0.97,partly-cloudy-night,0,1010.41,45.47,2.564,5.61
2018-04-11 05:00:00,0.75,0.97,partly-cloudy-night,0,1010.41,45.47,2.854,5.04
2018-04-11 06:00:00,0.75,0.97,fog,0,1010.56,45.47,1.862,6.66
2018-04-11 07:00:00,0.75,0.95,fog,0,1010.91,45.87,1.738,5.17
2018-04-11 08:00:00,0.75,0.91,fog,0,1010.82,46.98,1.572,4.75
2018-04-11 09:00:00,0.75,0.91,fog,0,1010.66,46.98,1.862,6.29
2018-04-11 10:00:00,0.75,0.9,partly-cloudy-day,0,1010.66,47.29,2.817,7.9
2018-04-11 11:00:00,0.88,0.91,cloudy,0,,45.88,3.474,7.72
2018-04-11 12:00:00,0.87,0.89,partly-cloudy-day,0,1010.44,46.38,5.633,8.71
