actual_stop_id,stop_id,stop_lat,stop_lon,stop_name
4153,8350DB004153,53.20489065,-6.109530865,Main Street (Quinnsborough Road)
3441,8230DB003441,53.28118788,-6.472857459,Main Street (Jayle Lane)
3372,8230DB003372,53.35656433,-6.448094691,Lucan Village (Sarsfield Road)
3367,8230DB003367,53.35642918,-6.448760619,Lucan Village (Sarsfield Road)
2197,8220DB002197,53.34816555,-6.346742215,Lucan Road (Chapelizod Hill Rd)
3240,8250DB003240,53.28717187,-6.131248929,Lower Glenageary Road (Corrig Road)
6142,8220DB006142,53.32373253,-6.343243512,Long Mile Road
6140,8220DB006140,53.3235299,-6.34289108,Long Mile Road
4912,8240DB004912,53.46413955,-6.239383737,Lios Cian Murrough Road
4908,8240DB004908,53.46394371,-6.239512334,Lios Cian Murrough Road
6086,8250DB006086,53.28636334,-6.166007346,Link Road (Deansgrange Road)
6085,8250DB006085,53.28640618,-6.165870519,Link Road (Deansgrange Road)
906,8220DB000906,53.32881077,-6.247634377,Leeson Street Upper
4921,8240DB004921,53.46825439,-6.236833449,Laurelton Estate Glen Ellan Road
4920,8240DB004920,53.46837214,-6.236286296,Laurelton Estate Glen Ellan Road
2652,8220DB002652,53.33889045,-6.348077155,Kylemore Road (Kylemore Avenue)
4533,8350DB004533,53.16950516,-6.136486412,Kilmacanogue (Esso Garage)
2568,8230DB002568,53.27372358,-6.390535859,Killinarden Heights (Donomore Avenue)
2564,8230DB002564,53.2737655,-6.391643858,Killinarden Heights (Donomore Avenue)
5081,8240DB005081,53.44833687,-6.179903456,Killeen
746,8220DB000746,53.3402246,-6.255531313,Kildare Street (Natural History Museum)
1237,8220DB001237,53.39267868,-6.218983472,Kilbarron Road (Cromcastle Drive)
1228,8220DB001228,53.39242898,-6.218512737,Kilbarron Road (Cromcastle Drive)
2499,8220DB002499,53.34812783,-6.24712751,Jury's Inn Custom House Quay
6252,8220DB006252,53.34796481,-6.247044075,Jury's Inn Custom House Quay
4923,8240DB004923,53.46869043,-6.228033507,Jugback Lane Glen Ellan Road Swords
4918,8240DB004918,53.46846859,-6.22762098,Jugback Lane Glen Ellan Road Swords
4592,8220DB004592,53.38968607,-6.298494559,Jamestown Road (Seamus Ennis Road)
7611,8220DB007611,53.34734131,-6.236450249,Irish Rail Building North Wall Quay
2498,8220DB002498,53.34824354,-6.250111878,IFSC Custom House Quays
567,8240DB000567,53.37238102,-6.058609749,Howth Summit
541,8220DB000541,53.38187271,-6.152028068,Howth Road (Blackbanks)
593,8220DB000593,53.38195778,-6.151137449,Howth Road (Blackbanks)
6311,8240DB006311,53.44342396,-6.209273847,Holywell Distributor Road M1 Airside
7270,8220DB007270,53.38887766,-6.275358019,Hillcrest Park (Glasnevin Park)
7430,8220DB007430,53.37986768,-6.280066365,Griffith Avenue Extension
7431,8220DB007431,53.37972915,-6.279185078,Griffith Avenue Extension
1490,8220DB001490,53.36887682,-6.228557662,Griffith Avenue (Malahide Road)
1491,8220DB001491,53.36846776,-6.22764291,Griffith Avenue (Malahide Road)
1327,8230DB001327,53.29119071,-6.282536031,Grange Road (Tara Hill Road)
2969,8250DB002969,53.27940273,-6.270411749,Grange Road (Highfield Avenue)
2979,8250DB002979,53.27846521,-6.268365144,Grange Road (Highfield Avenue)
7552,8240DB007552,53.3968262,-6.140267009,Grange Park
2680,8230DB002680,53.33876117,-6.407985208,Fonthill Road at Foxdene Estate
7473,8230DB007473,53.33905265,-6.408274692,Fonthill Road at Foxdene Estate
2679,8230DB002679,53.34155623,-6.40797119,Fonthill Road - Foxdene
2681,8230DB002681,53.34174508,-6.407979172,Fonthill Road - Foxdene
1514,8220DB001514,53.38946516,-6.300021914,Finglas Village (Seamus Ennis Road)
7222,8230DB007222,53.27727905,-6.378315913,Enterprise Centre
7331,8230DB007331,53.2771737,-6.377840047,Enterprise Centre
7314,8260DB007314,53.36545769,-6.522076177,Easton Road (Outbound at Beechpark)
3655,8240DB003655,53.45288219,-6.213061925,Dynam Road (Foxwood Estate)
2819,8250DB002819,53.30548511,-6.245708734,Dundrum Road
2896,8250DB002896,53.30599344,-6.246048032,Dundrum Road
2040,8250DB002040,53.29279119,-6.135369049,Dun Laoghaire (Royal Marine Road)
3674,8240DB003674,53.44105016,-6.227889477,Dublin Road
3696,8240DB003696,53.44318191,-6.227996447,Dublin Road (near junction Boroimhe)
3675,8240DB003675,53.44333974,-6.228336126,Dublin Road (near junction Boroimhe)
3691,8240DB003691,53.45597709,-6.221696165,Dublin Road (Malahide Road)
592,8220DB000592,53.38271738,-6.148533882,Dublin Road (James Larkin Road)
7601,8220DB007601,53.35283783,-6.213809969,Dublin Port
7401,8240DB007401,53.42786252,-6.241726236,Dublin Airport
7400,8240DB007400,53.42685562,-6.23926976,Dublin Airport
3665,8240DB003665,53.42811373,-6.244138732,Dublin Airport
7347,8240DB007347,53.42781517,-6.241562654,Dublin Airport
7348,8240DB007348,53.42781584,-6.241607773,Dublin Airport
768,8250DB000768,53.30941819,-6.21877483,Dublin (UCD Stillorgan Rd Flyover)
1956,8220DB001956,53.32636542,-6.343847094,Dublin (Kylemore Rd FBD)
1948,8220DB001948,53.338662,-6.322046302,Dublin (Inchicore Tesco)
7550,8230DB007550,53.27352574,-6.380572175,Donomore Crescent
612,8220B007612,53.34134678,-6.25052948,Davenport Hotel Merrion Street
407,8220DB000407,53.34837959,-6.253876506,Custom House Quay
5126,8230DB005126,53.27733399,-6.480042655,Community School
4521,8220DB004521,53.34430106,-6.260171051,College Green
4522,8220DB004522,53.34426249,-6.26060818,College Green
1359,8220DB001359,53.34439941,-6.26136859,College Green
1278,8220DB001278,53.34423662,-6.261300118,College Green
1279,8220DB001279,53.34426049,-6.261704666,College Green
7510,8230DB007510,53.34719069,-6.384495287,Cloverhill Road
1741,8220DB001741,53.3631169,-6.220802823,Clontarf Road Junction Strandville Avenu
1737,8220DB001737,53.36285802,-6.219716721,Clontarf Road Junction Strandville Avenu
1738,8220DB001738,53.36345088,-6.223914334,Clontarf Road Junction Alfie Byrne Road
3152,8250DB003152,53.2674087,-6.158542915,Clonkeen Road (Monaloe Crescent)
3125,8250DB003125,53.26727165,-6.158398881,Clonkeen Road (Monaloe Crescent)
7585,8220DB007585,53.34190036,-6.253345302,Clare Street
7586,8220DB007586,53.34195536,-6.253418146,Clare Street
494,8220DB000494,53.34133589,-6.251626258,Clare Street
7460,8230DB007460,53.28263162,-6.421530473,Citywest Road Citywest Shopping Centre
4910,8240DB004910,53.46663536,-6.23919006,Cianlea Murrough Road Swords
7461,8350DB007461,53.12893197,-6.062803372,Charlesland Road Charlesland Shopping Ctr
7462,8350DB007462,53.12880087,-6.062480492,Charlesland Road (Seaborne View Apts)
7577,8220DB007577,53.33369702,-6.265242503,Camden Street
7491,8220VIR07491,53.34853019,-6.259878655,Busaras Virtual Stops
4717,8220DB004717,53.34975257,-6.25249852,Bus??ras
496,8220DB000496,53.34953369,-6.252282157,Bus??ras
7339,8220DB007339,53.33240794,-6.246540962,Burlington Road (Mespil Road)
7333,8220DB007333,53.33299953,-6.24704223,Burlington Road (Mespil Road)
2852,8250DB002852,53.28069562,-6.26104644,Broadford Road (Stone Masons Way)
2853,8250DB002853,53.28082534,-6.260696242,Broadford Road (Stone Masons Way)
1038,8250DB001038,53.30181279,-6.265635024,Braemore Road (Landscape Road)
1037,8250DB001037,53.30076564,-6.263471878,Braemor Road (Landscape Ave)
7475,8240DB007475,53.39546547,-6.395208133,Blanchardstown Retail Park
7567,8250DB007567,53.27314963,-6.204329203,Blackthorn Avenue
7214,8230DB007214,53.28750137,-6.375228945,Belgard Square West between Marks
7574,8350DB007574,53.18251887,-6.130071685,Balywaltrim
90,8220DB000090,53.38638553,-6.265265673,Ballymun Road (St.Pappin's Road)
91,8220DB000091,53.38842789,-6.265408142,Ballymun Road (Glasnevin Avenue)
7458,8220DB007458,53.39006655,-6.290525706,Ballygall Road/Avenue
6282,8230DB006282,53.27163607,-6.328960789,Ballycullen Road (Hunter's Avenue)
7516,8220DB007516,53.40207591,-6.171727025,Baldoyle Roundabout
7010,8220DB007010,53.38159812,-6.316329712,At 14 metres south of PLP109
4911,8240DB004911,53.46560858,-6.239654302,Ardcian Murrough Road
4909,8240DB004909,53.46571903,-6.239830477,Ardcian Murrough Road
4922,8240DB004922,53.46940628,-6.230850684,Applewood Glen Ellan Road Swords
4919,8240DB004919,53.46959165,-6.231837168,Applewood Glen Ellan Road Swords
675,8220DB000675,53.35285814,-6.248525759,Amiens Street Junction Upper Sheriff Str
659,8220DB000659,53.37523744,-6.185878213,All Saints Road (Sybill Hill Ave)
650,8220DB000650,53.37540285,-6.185525483,All Saints Road (Sybill Hill Ave)
4843,8240DB004843,53.45966357,-6.250397107,Abbeyvale Brackenstown Road
7551,8240DB007551,53.39715948,-6.143199954,Abbey Park
7556,8250DB007556,53.24804398,-6.123154034,Abberley
2847,8250DB002847,53.27625399,-6.249890244,"Woodpark (Dublin), Ballinteer Avenue"
1647,8220DB001647,53.34835106,-6.282251726,"Wolfe Tone Quay, Law Society"
1476,8220DB001476,53.34700182,-6.284679161,"Wolfe Tone Quay, Ellis Street"
2897,8250DB002897,53.30819516,-6.24663307,"Windy Arbour, Luke's Crescent"
2823,8250DB002823,53.29752202,-6.246350202,"Windy Arbour, Dundrum Road"
5032,8250DB005032,53.29546909,-6.246104263,"Windy Arbour, Dundrum Road"
2892,8250DB002892,53.29535364,-6.246199007,"Windy Arbour, Dundrum Road"
2893,8250DB002893,53.29760705,-6.246631773,"Windy Arbour, Dundrum Road"
2895,8250DB002895,53.30304306,-6.245283682,"Windy Arbour, Dundrum Business Park"
2820,8250DB002820,53.30325754,-6.245199862,"Windy Arbour, Dundrum Business Park"
2822,8250DB002822,53.30108989,-6.245708864,"Windy Arbour, Central Mental Hospital"
2894,8250DB002894,53.30093173,-6.245955412,"Windy Arbour, Central Mental Hospital"
2923,8230DB002923,53.28718968,-6.291831012,"Willbrook, Willowbank Drive"
2945,8230DB002945,53.29167611,-6.289416896,"Willbrook, Willbrook Road  (Opp Boden Wood)"
2921,8230DB002921,53.29127273,-6.289493016,"Willbrook, Willbrook Road  (Opp Boden Wood)"
2948,8230DB002948,53.28195272,-6.295819227,"Willbrook, Taylor's Lane"
2983,8230DB002983,53.28161858,-6.287554071,"Willbrook, Taylor's Lane (Pearse Brothers Park)"
2919,8230DB002919,53.29592427,-6.285436564,"Willbrook, Rathfarnham Court House"
2947,8230DB002947,53.29625383,-6.285228332,"Willbrook, Rathfarnham Church"
2950,8230DB002950,53.28179341,-6.288461914,"Willbrook, Palmer Park"
1306,8250DB001306,53.29465798,-6.279891619,"Willbrook, Nutgrove Avenue"
1281,8250DB001281,53.29421219,-6.278274354,"Willbrook, Nutgrove Avenue"
2924,8230DB002924,53.28582821,-6.294045133,"Willbrook, Cuerton House"
2922,8230DB002922,53.28913014,-6.290508608,"Willbrook, Ballyboden Road (Fonthill Road)"
1642,8220DB001642,53.38400179,-6.243624504,"Whitehall, Whitehall Church"
220,8220DB000220,53.38794054,-6.244980841,"Whitehall, Swords Road"
1620,8220DB001620,53.38326352,-6.244150984,"Whitehall, Swords Road"
1641,8220DB001641,53.38652728,-6.242392966,"Whitehall, Swords Road"
4432,8220DB004432,53.37720747,-6.248563719,"Whitehall, Swords Road (Griffith Downs)"
207,8220DB000207,53.38482163,-6.249874783,"Whitehall, Larkhill Road"
213,8220DB000213,53.38153105,-6.244913768,"Whitehall, Iveragh Road"
204,8220DB000204,53.37958836,-6.246662193,"Whitehall, Highfield Hospital"
214,8220DB000214,53.37940848,-6.246654552,"Whitehall, Highfield Hospital"
209,8220DB000209,53.38727111,-6.245910447,"Whitehall, Glentow Estate"
208,8220DB000208,53.38665393,-6.247950408,"Whitehall, Glendun Road"
210,8220DB000210,53.38759408,-6.248317728,"Whitehall, Crestfield Road"
237,8220DB000237,53.38203193,-6.2435252,"Whitehall, Collins Avenue"
215,8220DB000215,53.38187229,-6.242449429,"Whitehall, Collins Avenue West"
206,8220DB000206,53.38354609,-6.247476708,"Whitehall, Collins Avenue West ( Larkhill Road)"
212,8220DB000212,53.38319564,-6.246258398,"Whitehall, Collins Avenue West ( Larkhill Road)"
217,8220DB000217,53.38432362,-6.236801122,"Whitehall, Beaumont Road"
235,8220DB000235,53.38329661,-6.237249457,"Whitehall, Beaumont Road Collinswood Estate"
88,8220DB000088,53.37728726,-6.257699229,"Whitehall (Dublin City), Walnut Rise"
117,8220DB000117,53.37736591,-6.257545708,"Whitehall (Dublin City), Walnut Rise"
205,8220DB000205,53.38137533,-6.245326047,"Whitehall (Dublin City), Swords Road"
87,8220DB000087,53.37675173,-6.25488029,"Whitehall (Dublin City), Sherkin Gardens"
118,8220DB000118,53.376643,-6.253592099,"Whitehall (Dublin City), Sherkin Gardens"
211,8220DB000211,53.38428086,-6.249160331,"Whitehall (Dublin City), Saint Aidan's School"
1643,8220DB001643,53.38448161,-6.249978931,"Whitehall (Dublin City), Saint Aidan's School"
116,8220DB000116,53.37769346,-6.25966674,"Whitehall (Dublin City), Griffith Lawns"
89,8220DB00089,53.37802712,-6.26159215,"Whitehall (Dublin City), Griffith Avenue (Lambay Road)"
86,8220DB000086,53.37605022,-6.251166391,"Whitehall (Dublin City), Garda Station"
37,8220DB000037,53.3853464,-6.264886981,"Whitehall (Dublin City), DCU Ballymun Road"
4680,8220DB004680,53.38496648,-6.265338406,"Whitehall (Dublin City), DCU Ballymun Road"
29,8220DB000029,53.38348825,-6.265669101,"Whitehall (Dublin City), Ballymun Road"
38,8220DB000038,53.38223659,-6.265509521,"Whitehall (Dublin City), Ballymun Road"
115,8220DB000115,53.38788368,-6.26506944,"Whitehall (Dublin City), Ballymun Road (Albert College Drive)"
7692,8240DB007692,53.45080989,-6.18767252,"Waterside (Dublin), Malahide Road"
5025,8220DB005025,53.33976302,-6.27758106,"Warrenmount, The Coombe"
7412,8220DB007412,53.33989192,-6.278416854,"Warrenmount, The Coombe"
1363,8220DB001363,53.33184593,-6.285167265,"Warrenmount, South Circular Road (Clogher Road)"
1384,8220DB001384,53.3313562,-6.282364154,"Warrenmount, South Circular Road (Clogher Road)"
1438,8220DB001438,53.33638298,-6.279414136,"Warrenmount, Saint Thomas Road"
4857,8220DB004857,53.3341213,-6.282763573,"Warrenmount, Rutledge Terrace"
308,8220DB000308,53.33677119,-6.279533657,"Warrenmount, Oscar Square"
4855,8220DB004855,53.33460177,-6.279305649,"Warrenmount, O'Donovan Road"
307,8220DB000307,53.33457709,-6.280087464,"Warrenmount, O'Donovan Road"
2386,8220DB002386,53.33790737,-6.272324817,"Warrenmount, New Street South"
5097,8220DB005097,53.3381733,-6.272689494,"Warrenmount, New Street South"
2634,8220DB002634,53.33289127,-6.275380456,"Warrenmount, Lower Clanbrassil Street"
1439,8220DB001439,53.33405842,-6.282766099,"Warrenmount, Donore Credit Union"
4856,8220DB004856,53.33196592,-6.283510815,"Warrenmount, Donore Avenue"
1440,8220DB001440,53.33199006,-6.283314652,"Warrenmount, Donore Avenue"
2388,8220DB002388,53.3344588,-6.274386231,"Warrenmount, Clanbrassil Street"
2635,8220DB002635,53.33425081,-6.274920178,"Warrenmount, Clanbrassil Street"
4854,8220DB004854,53.33814914,-6.279102759,"Warrenmount, Ardee Street"
309,8220DB000309,53.33784989,-6.278919588,"Warrenmount, Ardee Street"
2322,8220DB002322,53.31023749,-6.32110538,"Walkinstown, Whitehall Road West"
2324,8220DB002324,53.30978686,-6.321018015,"Walkinstown, Whitehall Road West"
2325,8220DB002325,53.3121175,-6.321211692,"Walkinstown, Whitehall Road West (Limekiln Ln)"
2320,8220DB002320,53.31588722,-6.317011266,"Walkinstown, Whitehall Road West (Kimmage Rd)"
2378,8220DB002378,53.31814782,-6.332697752,"Walkinstown, Walkinstown Road (Walkinstown Roundabout)"
2333,8220DB002333,53.31784176,-6.332664654,"Walkinstown, Walkinstown Road (Walkinstown Roundabout)"
2183,8220DB002183,53.32170398,-6.330547609,"Walkinstown, Walkinstown Road (Kilnamanagh Road)"
2332,8220DB002332,53.32106265,-6.33096293,"Walkinstown, Walkinstown Road (Kilnamanagh Road)"
2184,8220DB002184,53.32299661,-6.329146097,"Walkinstown, Walkinstown Rd,  Drimnagh Rd"
7153,8220DB007153,53.32224363,-6.335074982,"Walkinstown, Walkinstown Drive"
2729,8220DB002729,53.31911061,-6.335992494,"Walkinstown, Walkinstown Avenue"
2777,8220DB002777,53.31916995,-6.336380452,"Walkinstown, Walkinstown Avenue"
2728,8220DB002728,53.32137023,-6.339477198,"Walkinstown, Walkinstown Avenue Park"
2774,8220DB002774,53.31826073,-6.334989874,"Walkinstown, Walkinstown Avenue (Walkinstown Roundabout)"
2730,8220DB002730,53.31793543,-6.334222026,"Walkinstown, Walkinstown Avenue (Walkinstown Roundabout)"
2775,8220DB002775,53.32277703,-6.341103861,"Walkinstown, Walkinstown Avenue (Long Mile Road)"
2327,8220DB002327,53.31685443,-6.316763074,"Walkinstown, St. Agnes Road (Cromwellsfort Rd)"
2103,8220DB002103,53.3220827,-6.329992417,"Walkinstown, Shopping Centre"
2463,8220DB002463,53.31530445,-6.331187624,"Walkinstown, Saint Peter's Road (Walkinstown Roundabout)"
2452,8220DB002452,53.31618988,-6.332158697,"Walkinstown, Saint Peter's Road (Walkinstown Roundabout)"
2453,8220DB002453,53.31482788,-6.330530823,"Walkinstown, Saint Peter's Road (Saint James's Road)"
2331,8220DB002331,53.32457177,-6.317795378,"Walkinstown, Saint Mary's Road"
2330,8220DB002330,53.32214804,-6.31928678,"Walkinstown, Saint Agnes Road"
2329,8220DB002329,53.32090148,-6.316934025,"Walkinstown, Saint Agnes Road"
2328,8220DB002328,53.31970479,-6.315570134,"Walkinstown, Saint Agnes Church"
2415,8220DB002415,53.31505675,-6.313576893,"Walkinstown, Royston Village"
2323,8220DB002323,53.30810755,-6.320483659,"Walkinstown, Millgate Drive"
6057,8220DB006057,53.32146106,-6.331172547,"Walkinstown, Kilnamanagh Road"
6056,8220DB006056,53.32168631,-6.33185427,"Walkinstown, Kilnamanagh Road"
7154,8220DB007154,53.32088002,-6.333972233,"Walkinstown, Kilnamanagh Court"
6163,8220DB006163,53.30954009,-6.320727561,"Walkinstown, Greentrees Park"
2377,8230DB002377,53.31604708,-6.334160486,"Walkinstown, Greenhills Road (Walkinstown Roundabout)"
1113,8220DB001113,53.30902314,-6.315300403,"Walkinstown, Glendale Park"
2321,8220DB002321,53.31340484,-6.320080574,"Walkinstown, Crumlin Crossroads"
2326,8220DB002326,53.31370002,-6.319978931,"Walkinstown, Crumlin Crossroads"
2101,8220DB002101,53.32493745,-6.318231362,"Walkinstown, Crumlin Childrens Hospital"
2416,8220DB002416,53.31639938,-6.317636515,"Walkinstown, Cromwellsfort Road (Whitehall Road)"
2417,8220DB002417,53.31663522,-6.322895542,"Walkinstown, Cromwellsfort Road (Cherry Grove)"
2433,8220DB002433,53.31658623,-6.320691083,"Walkinstown, Cromwellsfort Road (Cherry Grove)"
2418,8220DB002418,53.31696995,-6.326889959,"Walkinstown, Cromwellsfort Road (Bigger Road)"
2432,8220DB002432,53.31701347,-6.32550738,"Walkinstown, Cromwellsfort Road (Bigger Road)"
2419,8220DB002419,53.31707992,-6.330247797,"Walkinstown, Cromwell's Fort Road (Walkinstown Roundabout)"
2431,8220DB002431,53.31720321,-6.330708281,"Walkinstown, Cromwell's Fort Road (Walkinstown Roundabout)"
5150,8220DB005150,53.31557768,-6.317368653,"Walkinstown, Ashleaf Hall"
228,8240DB000228,53.39184365,-6.25987131,"Wadelai, Shanliss Road"
32,8220DB000032,53.38619557,-6.271377201,"Wadelai, Saint Pappin's Road"
36,8220DB000036,53.38612685,-6.26787707,"Wadelai, Saint Pappin's Road"
6122,8220DB006122,53.38637271,-6.274301664,"Wadelai, Saint Pappin's Road"
31,8220DB000031,53.38603323,-6.268858077,"Wadelai, Maolbuille Road"
28,8220DB000028,53.38157864,-6.266002271,"Wadelai, Glasnevin Tennis Club"
33,8220DB000033,53.38871792,-6.271771141,"Wadelai, Glasnevin Drive"
143,8220DB000143,53.38987671,-6.26924337,"Wadelai, Glasnevin Ave (Glasnevin Dr)"
129,8220DB000129,53.38989032,-6.271422936,"Wadelai, Glasnevin Ave (Glasnevin Dr)"
35,8220DB000035,53.38620679,-6.270910693,"Wadelai, Dean Swift Road"
114,8220DB000114,53.39133332,-6.263711229,"Wadelai, Ballymun Road (Shanliss Road)"
93,8220DB000093,53.39230147,-6.264152976,"Wadelai, Ballymun Road (Opp Shanlis Road)"
92,8220DB000092,53.38983733,-6.26467424,"Wadelai, Ballymun Library"
7256,8350DB007256,53.12985914,-6.527304579,"Valleymount, Valleymount Road R758"
7257,8350DB007257,53.12980228,-6.527067423,"Valleymount, Valleymount Road R758"
7265,8350DB007265,53.09666453,-6.525004134,"Valleymount, Valleymount Road R758 #1"
7264,8350DB007264,53.09630368,-6.524897021,"Valleymount, Valleymount Road R758 #1"
7266,8350DB007266,53.09586811,-6.513727833,"Valleymount, Valleymount Road #1"
7263,8350DB007263,53.10653246,-6.524920385,"Valleymount, School"
7258,8350DB007258,53.12104034,-6.535928049,"Valleymount, Pollaphuca"
7259,8350DB007259,53.12109443,-6.535941152,"Valleymount, Pollaphuca"
7262,8350DB007262,53.10598626,-6.525088432,"Valleymount, O'Connors Pub"
7261,8350DB007261,53.11665931,-6.538541884,"Valleymount, Bridge car park"
7260,8350DB007260,53.1164919,-6.538084449,"Valleymount, Bridge car park"
6005,8240DB006005,53.41994262,-6.383453581,"Tyrrelstown, The Plaza Apartments"
7099,8240DB007099,53.4217822,-6.391222908,"Tyrrelstown, The Boulevard"
7104,8240DB007104,53.42191654,-6.391187743,"Tyrrelstown, The Boulevard"
7100,8240DB007100,53.41975887,-6.391810848,"Tyrrelstown, Rathmore Crescent"
7097,8240DB007097,53.420141,-6.384830261,"Tyrrelstown, French Park"
7106,8240DB007106,53.42098865,-6.385700891,"Tyrrelstown, French Park"
4986,8240DB004986,53.41520327,-6.385243058,"Tyrrelstown, Curragh Hall Gate"
7103,8240DB007103,53.41983038,-6.393117116,"Tyrrelstown, Cruise Park Boulevard"
7072,8240DB007072,53.41928693,-6.378182465,"Tyrrelstown, Carlton Hotel"
7073,8240DB007073,53.41908134,-6.378265517,"Tyrrelstown, Carlton Hotel"
1546,8240DB001546,53.41934547,-6.382498281,"Tyrrelstown, Bishop's Orchard Boulevard"
7098,8240DB007098,53.42133658,-6.388170322,"Tyrrelstown, Belgree Boulevard"
7105,8240DB007105,53.42135069,-6.387883912,"Tyrrelstown, Belgree Boulevard"
